marker	LG	gPos	gOrder	chr	pPos	pOrder
5A_134234342	4B	245.127901	3727	5A	134234342	4194
5A_146884376	4B	245.127901	3728	5A	146884376	4257
4B_307090068	4B	245.127901	3729	4B	307090068	3793
4B_301432148	4B	248.3631054	3730	4B	301432148	3768
4B_307376469	4B	253.855423	3731	4B	307376469	3796
4B_304675234	4B	253.855423	3732	4B	304675234	3781
4B_305843065	4B	253.855423	3733	4B	305843065	3789
4B_305300215	4B	253.855423	3734	4B	305300215	3785
5A_10117908	4B	253.855423	3735	5A	10117908	3860
4B_304767975	4B	253.855423	3736	4B	304767975	3782
4B_305380707	4B	257.5038528	3737	4B	305380707	3786
5A_137230068	4B	260.1346139	3738	5A	137230068	4210
4B_306785004	4B	263.6545369	3739	4B	306785004	3792
4B_305684493	4B	263.6545369	3740	4B	305684493	3787
4B_308935404	4B	263.6545369	3741	4B	308935404	3806
5A_135295827	4B	263.6545369	3742	5A	135295827	4198
4B_304786536	4B	263.6545369	3743	4B	304786536	3783
4B_306567476	4B	263.6545369	3744	4B	306567476	3791
4B_308070775	4B	263.6545369	3745	4B	308070775	3798
4B_304982516	4B	263.6545369	3746	4B	304982516	3784
4B_308825882	4B	263.6545369	3747	4B	308825882	3805
4B_308658829	4B	263.6545369	3748	4B	308658829	3802
4B_305783338	4B	267.215662	3749	4B	305783338	3788
4B_307895761	4B	269.735342	3750	4B	307895761	3797
4B_308531491	4B	273.2860519	3751	4B	308531491	3800
4B_307272797	4B	273.2860519	3752	4B	307272797	3794
4B_308685958	4B	273.2860519	3753	4B	308685958	3803
4B_308129167	4B	276.7631847	3754	4B	308129167	3799
4B_307298722	4B	278.791972	3755	4B	307298722	3795
4B_308591684	4B	281.6614806	3756	4B	308591684	3801
4B_311473181	4B	285.863386	3757	4B	311473181	3819
4B_310288046	4B	288.3653757	3758	4B	310288046	3814
4B_311718704	4B	290.5768205	3759	4B	311718704	3820
4B_309747473	4B	290.5768205	3760	4B	309747473	3810
4B_310072072	4B	290.5768205	3761	4B	310072072	3813
5A_90600629	4B	290.5768205	3762	5A	90600629	3994
4B_309967184	4B	290.5768205	3763	4B	309967184	3812
4B_309483938	4B	294.9294001	3764	4B	309483938	3809
5B_109656386	4B	294.9294001	3765	5B	109656386	4408
4B_310616364	4B	298.2932767	3766	4B	310616364	3815
4B_309841074	4B	298.2932767	3767	4B	309841074	3811
4B_71143135	4B	304.0221979	3768	4B	71143135	3570
4B_310829274	4B	304.0221979	3769	4B	310829274	3817
4B_310829877	4B	304.0221979	3770	4B	310829877	3818
3B_308437896	4B	304.0221979	3771	3B	308437896	2534
4B_311735084	4B	307.3242949	3772	4B	311735084	3821
4B_314050274	4B	310.4100653	3773	4B	314050274	3833
4B_314051495	4B	310.4100653	3774	4B	314051495	3834
4B_314017402	4B	314.0807746	3775	4B	314017402	3832
5A_143607312	4B	314.0807746	3776	5A	143607312	4233
4B_310659005	4B	317.8070341	3777	4B	310659005	3816
4B_309435626	4B	317.8070341	3778	4B	309435626	3808
4B_314399085	4B	324.0498951	3779	4B	314399085	3836
4B_313568750	4B	327.9726546	3780	4B	313568750	3829
4B_312426390	4B	330.2153455	3781	4B	312426390	3823
4B_312428355	4B	330.2153455	3782	4B	312428355	3824
4B_314619445	4B	332.2256983	3783	4B	314619445	3838
4B_313543370	4B	332.2256983	3784	4B	313543370	3828
4B_312171290	4B	333.2979483	3785	4B	312171290	3822
4B_314132788	4B	334.8115348	3786	4B	314132788	3835
4B_313482499	4B	334.8115348	3787	4B	313482499	3825
2B_80967406	4B	334.8115348	3788	2B	80967406	1483
4B_313716287	4B	337.0567145	3789	4B	313716287	3831
4B_313510316	4B	337.0567145	3790	4B	313510316	3827
4B_313509336	4B	337.0567145	3791	4B	313509336	3826
4B_313691166	4B	339.4726781	3792	4B	313691166	3830
4B_272070373	4B	343.2335648	3793	4B	272070373	3703
4B_314460159	4B	343.2335648	3794	4B	314460159	3837
4B_315837741	4B	349.4715823	3795	4B	315837741	3843
4B_316994322	4B	358.3800639	3796	4B	316994322	3851
4B_316654116	4B	358.3800639	3797	4B	316654116	3849
4B_315623502	4B	358.3800639	3798	4B	315623502	3841
4B_315939691	4B	361.7703382	3799	4B	315939691	3844
4B_315816720	4B	363.859312	3800	4B	315816720	3842
4B_316615073	4B	366.3269104	3801	4B	316615073	3847
4B_316633630	4B	366.3269104	3802	4B	316633630	3848
4B_315291814	4B	366.3269104	3803	4B	315291814	3839
5A_147220905	4B	366.3269104	3804	5A	147220905	4258
4B_316014666	4B	366.3269104	3805	4B	316014666	3845
4B_317336656	4B	369.3967385	3806	4B	317336656	3852
4B_315295562	4B	369.3967385	3807	4B	315295562	3840
5A_10598188	5A	0	3808	5A	10598188	3861
5A_24467861	5A	7.062332589	3809	5A	24467861	3876
5A_51330976	5A	7.062332589	3810	5A	51330976	3890
6A_165722193	5A	7.062332589	3811	6A	165722193	5142
5A_38277300	5A	12.48488449	3812	5A	38277300	3884
5A_38277181	5A	12.48488449	3813	5A	38277181	3883
3B_58769624	5A	16.84210663	3814	3B	58769624	2396
5B_5058839	5A	16.84210663	3815	5B	5058839	4273
5B_7499346	5A	22.12086375	3816	5B	7499346	4275
6B_6059408	5A	28.13356521	3817	6B	6059408	5363
5B_13388157	5A	34.12195862	3818	5B	13388157	4291
4A_192477169	5A	38.7088746	3819	4A	192477169	3317
5A_62516059	5A	44.13009219	3820	5A	62516059	3899
3B_61791481	5A	44.13009219	3821	3B	61791481	2400
5B_13040526	5A	44.13009219	3822	5B	13040526	4288
5A_56133742	5A	48.24497736	3823	5A	56133742	3894
5B_18369467	5A	48.24497736	3824	5B	18369467	4311
5B_8952498	5A	48.24497736	3825	5B	8952498	4280
3A_178438124	5A	52.35058499	3826	3A	178438124	2192
5A_123813648	5A	56.34886486	3827	5A	123813648	4147
5A_38667051	5A	56.34886486	3828	5A	38667051	3885
5A_41656927	5A	56.34886486	3829	5A	41656927	3886
5B_19059677	5A	60.84413733	3830	5B	19059677	4313
5A_56374786	5A	60.84413733	3831	5A	56374786	3895
5B_14818093	5A	60.84413733	3832	5B	14818093	4299
5A_12333781	5A	60.84413733	3833	5A	12333781	3864
5A_12334804	5A	60.84413733	3834	5A	12334804	3865
5B_15414141	5A	63.56648013	3835	5B	15414141	4303
2B_97628726	5A	66.32825588	3836	2B	97628726	1503
5A_11928199	5A	66.32825588	3837	5A	11928199	3862
5B_50779286	5A	66.32825588	3838	5B	50779286	4344
5A_43724268	5A	66.32825588	3839	5A	43724268	3887
5B_130104756	5A	66.32825588	3840	5B	130104756	4428
7B_226533429	5A	66.32825588	3841	7B	226533429	6492
5B_70094478	5A	69.1637418	3842	5B	70094478	4365
5B_124452736	5A	69.1637418	3843	5B	124452736	4422
5B_67243959	5A	71.41312412	3844	5B	67243959	4363
5B_91813767	5A	73.7018028	3845	5B	91813767	4389
5A_58973678	5A	76.28750249	3846	5A	58973678	3898
5A_72750784	5A	76.28750249	3847	5A	72750784	3932
1A_155153785	5A	76.28750249	3848	1A	155153785	209
5B_123322710	5A	76.28750249	3849	5B	123322710	4421
5B_91161579	5A	76.28750249	3850	5B	91161579	4387
5B_47051754	5A	79.00012931	3851	5B	47051754	4337
5A_12104074	5A	80.60587139	3852	5A	12104074	3863
5A_13563858	5A	81.93740004	3853	5A	13563858	3867
5A_7400403	5A	84.86592741	3854	5A	7400403	3858
5A_5303833	5A	84.86592741	3855	5A	5303833	3857
1A_37989863	5A	84.86592741	3856	1A	37989863	127
7B_63354272	5A	84.86592741	3857	7B	63354272	6371
5A_33487665	5A	84.86592741	3858	5A	33487665	3881
5A_23776689	5A	84.86592741	3859	5A	23776689	3875
5B_91189709	5A	84.86592741	3860	5B	91189709	4388
4B_110157522	5A	88.8259128	3861	4B	110157522	3588
5A_45162709	5A	88.8259128	3862	5A	45162709	3889
5A_18433832	5A	88.8259128	3863	5A	18433832	3871
5B_78312568	5A	88.8259128	3864	5B	78312568	4370
5A_18680830	5A	88.8259128	3865	5A	18680830	3872
5B_63244145	5A	88.8259128	3866	5B	63244145	4357
5A_17105	5A	88.8259128	3867	5A	17105	3853
5A_31516978	5A	88.8259128	3868	5A	31516978	3879
5A_16567386	5A	88.8259128	3869	5A	16567386	3869
5B_86267916	5A	88.8259128	3870	5B	86267916	4381
5A_954749	5A	92.20984906	3871	5A	954749	3855
5B_28447315	5A	92.20984906	3872	5B	28447315	4320
5A_9887895	5A	92.20984906	3873	5A	9887895	3859
5A_28984824	5A	92.20984906	3874	5A	28984824	3877
3A_94781685	5A	95.2415339	3875	3A	94781685	1992
5B_80901958	5A	95.2415339	3876	5B	80901958	4372
5B_121177540	5A	95.2415339	3877	5B	121177540	4419
2A_102172287	5A	98.16964882	3878	2A	102172287	895
5B_165539593	5A	98.16964882	3879	5B	165539593	4457
5B_37937629	5A	98.16964882	3880	5B	37937629	4325
5B_37937386	5A	98.16964882	3881	5B	37937386	4324
5A_18392883	5A	101.0442296	3882	5A	18392883	3870
5B_47499771	5A	104.7622441	3883	5B	47499771	4338
5B_140553521	5A	104.7622441	3884	5B	140553521	4436
3B_194624030	5A	107.0413271	3885	3B	194624030	2505
3A_179647822	5A	110.2910351	3886	3A	179647822	2201
5A_54995713	5A	116.0635538	3887	5A	54995713	3892
5A_54994522	5A	116.0635538	3888	5A	54994522	3891
5A_55476030	5A	121.2096791	3889	5A	55476030	3893
5A_63503274	5A	123.021018	3890	5A	63503274	3900
5A_64667418	5A	124.714936	3891	5A	64667418	3901
5A_70631167	5A	127.4790895	3892	5A	70631167	3917
5A_72879794	5A	127.4790895	3893	5A	72879794	3933
5A_72406065	5A	127.4790895	3894	5A	72406065	3926
5A_73336653	5A	127.4790895	3895	5A	73336653	3936
5A_72473959	5A	133.3153801	3896	5A	72473959	3928
5A_67205327	5A	136.3532892	3897	5A	67205327	3906
5A_67349350	5A	136.3532892	3898	5A	67349350	3907
5A_69769466	5A	136.3532892	3899	5A	69769466	3915
5A_71621717	5A	139.0797946	3900	5A	71621717	3924
5A_70028938	5A	141.5010315	3901	5A	70028938	3916
5A_74174573	5A	144.9123554	3902	5A	74174573	3939
5A_65902618	5A	144.9123554	3903	5A	65902618	3903
5A_70780390	5A	144.9123554	3904	5A	70780390	3919
5A_65420961	5A	144.9123554	3905	5A	65420961	3902
5A_66537667	5A	144.9123554	3906	5A	66537667	3905
5A_69326204	5A	144.9123554	3907	5A	69326204	3912
5A_70782187	5A	144.9123554	3908	5A	70782187	3920
5A_72436030	5A	144.9123554	3909	5A	72436030	3927
5A_73734598	5A	144.9123554	3910	5A	73734598	3937
5A_68948405	5A	144.9123554	3911	5A	68948405	3911
5A_73260968	5A	144.9123554	3912	5A	73260968	3934
5A_73262560	5A	144.9123554	3913	5A	73262560	3935
5A_67942473	5A	144.9123554	3914	5A	67942473	3909
5A_71349990	5A	144.9123554	3915	5A	71349990	3922
5A_71921239	5A	144.9123554	3916	5A	71921239	3925
5A_72478012	5A	144.9123554	3917	5A	72478012	3929
5A_69768796	5A	144.9123554	3918	5A	69768796	3914
5A_72544869	5A	144.9123554	3919	5A	72544869	3930
5A_69578642	5A	144.9123554	3920	5A	69578642	3913
5A_68130032	5A	144.9123554	3921	5A	68130032	3910
5A_71314965	5A	144.9123554	3922	5A	71314965	3921
5A_74054702	5A	144.9123554	3923	5A	74054702	3938
5A_70722505	5A	144.9123554	3924	5A	70722505	3918
5B_181197288	5A	148.1918585	3925	5B	181197288	4482
5A_80957182	5A	150.7644729	3926	5A	80957182	3960
5A_77495719	5A	150.7644729	3927	5A	77495719	3952
5A_76626913	5A	150.7644729	3928	5A	76626913	3947
5A_75378906	5A	150.7644729	3929	5A	75378906	3943
5A_78463578	5A	152.3278779	3930	5A	78463578	3956
5A_75876158	5A	152.3278779	3931	5A	75876158	3945
5A_75302029	5A	152.3278779	3932	5A	75302029	3941
5A_78154546	5A	152.3278779	3933	5A	78154546	3954
5A_78278548	5A	152.3278779	3934	5A	78278548	3955
5A_75500241	5A	152.3278779	3935	5A	75500241	3944
5A_77424317	5A	152.3278779	3936	5A	77424317	3951
5A_75117139	5A	154.6661894	3937	5A	75117139	3940
5A_77243025	5A	157.8462731	3938	5A	77243025	3950
5A_76692435	5A	157.8462731	3939	5A	76692435	3948
5A_85124621	5A	157.8462731	3940	5A	85124621	3979
5A_76899518	5A	157.8462731	3941	5A	76899518	3949
5A_82710210	5A	160.6306731	3942	5A	82710210	3967
5A_77767397	5A	160.6306731	3943	5A	77767397	3953
5B_189686338	5A	160.6306731	3944	5B	189686338	4515
5A_82877977	5A	165.0751105	3945	5A	82877977	3970
5A_94233705	5A	165.0751105	3946	5A	94233705	3999
5A_78518930	5A	165.0751105	3947	5A	78518930	3957
5A_94440285	5A	165.0751105	3948	5A	94440285	4001
5A_21724173	5A	165.0751105	3949	5A	21724173	3874
5A_90407366	5A	165.0751105	3950	5A	90407366	3993
5A_82909670	5A	168.0182713	3951	5A	82909670	3971
5A_88235615	5A	170.7398214	3952	5A	88235615	3986
5A_84182119	5A	170.7398214	3953	5A	84182119	3978
5A_83682783	5A	170.7398214	3954	5A	83682783	3976
5A_83121237	5A	174.2399097	3955	5A	83121237	3973
5A_89688582	5A	177.2846573	3956	5A	89688582	3991
5B_190345041	5A	177.2846573	3957	5B	190345041	4518
5A_86148903	5A	177.2846573	3958	5A	86148903	3981
5A_83118762	5A	177.2846573	3959	5A	83118762	3972
5A_83843300	5A	177.2846573	3960	5A	83843300	3977
5A_88393483	5A	177.2846573	3961	5A	88393483	3988
5A_89692042	5A	177.2846573	3962	5A	89692042	3992
5A_83520417	5A	177.2846573	3963	5A	83520417	3974
5A_80876829	5A	177.2846573	3964	5A	80876829	3959
5A_88405009	5A	180.3938954	3965	5A	88405009	3989
5A_94897934	5A	182.9622255	3966	5A	94897934	4002
5A_80315227	5A	182.9622255	3967	5A	80315227	3958
5A_92807995	5A	182.9622255	3968	5A	92807995	3997
5A_88753136	5A	186.5105441	3969	5A	88753136	3990
5A_82512447	5A	189.0283115	3970	5A	82512447	3966
5A_86560292	5A	193.6356949	3971	5A	86560292	3983
5A_82009751	5A	202.106784	3972	5A	82009751	3964
5A_81859353	5A	202.106784	3973	5A	81859353	3963
5A_81716858	5A	206.5499229	3974	5A	81716858	3962
5A_83606873	5A	206.5499229	3975	5A	83606873	3975
5A_85678003	5A	206.5499229	3976	5A	85678003	3980
5B_200077850	5A	206.5499229	3977	5B	200077850	4553
5A_86353520	5A	210.0801723	3978	5A	86353520	3982
5A_82831218	5A	213.6771354	3979	5A	82831218	3968
5A_91185781	5A	213.6771354	3980	5A	91185781	3996
5A_82832926	5A	213.6771354	3981	5A	82832926	3969
5A_91105368	5A	213.6771354	3982	5A	91105368	3995
5A_93645044	5A	219.9098717	3983	5A	93645044	3998
5A_80987240	5A	224.1907708	3984	5A	80987240	3961
5B_202741089	5A	228.087207	3985	5B	202741089	4562
5A_94387342	5A	231.9417673	3986	5A	94387342	4000
5A_86647727	5A	231.9417673	3987	5A	86647727	3984
5A_82501851	5A	235.2863256	3988	5A	82501851	3965
5B_202752333	5A	235.2863256	3989	5B	202752333	4563
5A_96051125	5A	238.5116541	3990	5A	96051125	4005
5A_95568168	5A	238.5116541	3991	5A	95568168	4003
5A_98630184	5A	241.8155842	3992	5A	98630184	4016
5A_96199983	5A	241.8155842	3993	5A	96199983	4006
5A_99188022	5A	241.8155842	3994	5A	99188022	4017
5A_98311423	5A	245.5959584	3995	5A	98311423	4015
5A_97153198	5A	248.5619423	3996	5A	97153198	4010
5A_97158553	5A	248.5619423	3997	5A	97158553	4011
5A_97803277	5A	248.5619423	3998	5A	97803277	4014
7A_158017035	5A	252.0770649	3999	7A	158017035	6143
5A_99687584	5A	252.0770649	4000	5A	99687584	4018
5A_96706454	5A	256.9991086	4001	5A	96706454	4007
5A_101171127	5A	260.7277915	4002	5A	101171127	4035
5A_99827237	5A	260.7277915	4003	5A	99827237	4020
5A_99930011	5A	260.7277915	4004	5A	99930011	4022
5A_101260819	5A	260.7277915	4005	5A	101260819	4036
5A_101624779	5A	260.7277915	4006	5A	101624779	4039
5A_96788315	5A	260.7277915	4007	5A	96788315	4008
5B_205394684	5A	260.7277915	4008	5B	205394684	4581
5A_97626009	5A	260.7277915	4009	5A	97626009	4013
5A_101277505	5A	260.7277915	4010	5A	101277505	4037
5A_97061709	5A	260.7277915	4011	5A	97061709	4009
5A_100045718	5A	262.9474903	4012	5A	100045718	4023
5A_100400444	5A	262.9474903	4013	5A	100400444	4026
5A_100601228	5A	262.9474903	4014	5A	100601228	4029
5A_101623953	5A	262.9474903	4015	5A	101623953	4038
5A_100903804	5A	265.3113739	4016	5A	100903804	4034
5A_100489669	5A	268.7952434	4017	5A	100489669	4028
5A_100714539	5A	268.7952434	4018	5A	100714539	4031
5A_100720416	5A	268.7952434	4019	5A	100720416	4032
5A_100806556	5A	268.7952434	4020	5A	100806556	4033
5A_100352744	5A	272.0017287	4021	5A	100352744	4025
5A_99759852	5A	274.8612707	4022	5A	99759852	4019
5A_100477630	5A	274.8612707	4023	5A	100477630	4027
5A_100705028	5A	274.8612707	4024	5A	100705028	4030
5A_101767980	5A	277.325565	4025	5A	101767980	4040
5A_100344916	5A	277.325565	4026	5A	100344916	4024
5A_101987204	5A	280.2507032	4027	5A	101987204	4041
5A_102019493	5A	280.2507032	4028	5A	102019493	4044
5A_102208953	5A	280.2507032	4029	5A	102208953	4045
5A_102019131	5A	280.2507032	4030	5A	102019131	4043
6B_9612515	5A	280.2507032	4031	6B	9612515	5395
5A_102019048	5A	280.2507032	4032	5A	102019048	4042
5A_103321914	5A	283.7661221	4033	5A	103321914	4050
5A_102759554	5A	283.7661221	4034	5A	102759554	4046
5A_103215235	5A	286.7009889	4035	5A	103215235	4049
5A_103010591	5A	290.0354502	4036	5A	103010591	4047
5B_210678387	5A	294.2394425	4037	5B	210678387	4606
5A_105498255	5A	294.2394425	4038	5A	105498255	4060
5A_104948603	5A	294.2394425	4039	5A	104948603	4056
5A_104369172	5A	297.4379526	4040	5A	104369172	4052
5A_105318991	5A	301.0332114	4041	5A	105318991	4058
5A_104812424	5A	303.9873961	4042	5A	104812424	4054
5A_105250329	5A	306.1605538	4043	5A	105250329	4057
5A_104558006	5A	308.9801336	4044	5A	104558006	4053
5A_104925971	5A	311.2825997	4045	5A	104925971	4055
5B_211136527	5A	311.2825997	4046	5B	211136527	4609
5A_106874268	5A	313.6601563	4047	5A	106874268	4068
5A_105481302	5A	313.6601563	4048	5A	105481302	4059
2A_7630849	5A	317.3547317	4049	2A	7630849	735
5A_105563965	5A	317.3547317	4050	5A	105563965	4061
5B_212872207	5A	320.5092941	4051	5B	212872207	4619
5A_105815322	5A	325.7394746	4052	5A	105815322	4063
5A_105791095	5A	328.8373406	4053	5A	105791095	4062
5A_106373021	5A	328.8373406	4054	5A	106373021	4067
5A_106177227	5A	332.4539793	4055	5A	106177227	4065
5A_108223979	5A	332.4539793	4056	5A	108223979	4073
5A_106191003	5A	332.4539793	4057	5A	106191003	4066
5A_109567662	5A	335.6144109	4058	5A	109567662	4079
5A_107782417	5A	335.6144109	4059	5A	107782417	4070
5A_108936433	5A	335.6144109	4060	5A	108936433	4074
5A_109128348	5A	335.6144109	4061	5A	109128348	4075
5A_109238922	5A	335.6144109	4062	5A	109238922	4076
5B_215139723	5A	335.6144109	4063	5B	215139723	4626
5B_221602254	5A	335.6144109	4064	5B	221602254	4641
5A_107210777	5A	335.6144109	4065	5A	107210777	4069
5A_108094300	5A	338.040267	4066	5A	108094300	4072
5A_108093814	5A	338.040267	4067	5A	108093814	4071
5A_109347067	5A	339.1726587	4068	5A	109347067	4077
5A_110199863	5A	340.701364	4069	5A	110199863	4082
5A_112454431	5A	340.701364	4070	5A	112454431	4091
5A_111947428	5A	340.701364	4071	5A	111947428	4090
5A_111634596	5A	345.3279684	4072	5A	111634596	4088
5A_113577596	5A	345.3279684	4073	5A	113577596	4094
5A_110717566	5A	345.3279684	4074	5A	110717566	4085
5A_109829512	5A	348.4481728	4075	5A	109829512	4080
5A_110398436	5A	348.4481728	4076	5A	110398436	4084
5A_113112507	5A	351.1247315	4077	5A	113112507	4093
5A_111924775	5A	353.8521445	4078	5A	111924775	4089
5A_114204829	5A	353.8521445	4079	5A	114204829	4098
5A_110354604	5A	353.8521445	4080	5A	110354604	4083
5A_110026220	5A	356.7433488	4081	5A	110026220	4081
5A_113862521	5A	360.5600039	4082	5A	113862521	4096
5B_226591139	5A	360.5600039	4083	5B	226591139	4663
5A_116818942	5A	360.5600039	4084	5A	116818942	4112
5A_113020128	5A	360.5600039	4085	5A	113020128	4092
5A_111273983	5A	360.5600039	4086	5A	111273983	4086
5A_111316644	5A	362.6365193	4087	5A	111316644	4087
5A_115865657	5A	365.4428437	4088	5A	115865657	4106
5A_116043682	5A	365.4428437	4089	5A	116043682	4108
5B_229615617	5A	365.4428437	4090	5B	229615617	4674
5A_116038235	5A	365.4428437	4091	5A	116038235	4107
5A_115101861	5A	367.8071173	4092	5A	115101861	4101
4B_21264846	5A	370.4491679	4093	4B	21264846	3549
5A_116453061	5A	370.4491679	4094	5A	116453061	4110
5A_117681844	5A	370.4491679	4095	5A	117681844	4118
5A_115317282	5A	370.4491679	4096	5A	115317282	4102
5B_229369712	5A	370.4491679	4097	5B	229369712	4673
5A_115639134	5A	374.2507364	4098	5A	115639134	4104
5A_116263253	5A	374.2507364	4099	5A	116263253	4109
5A_117512533	5A	374.2507364	4100	5A	117512533	4117
5A_116760196	5A	376.9882642	4101	5A	116760196	4111
5A_115828498	5A	380.0285222	4102	5A	115828498	4105
5A_123497045	5A	380.0285222	4103	5A	123497045	4145
5A_115544982	5A	380.0285222	4104	5A	115544982	4103
5A_114950727	5A	380.0285222	4105	5A	114950727	4100
5B_232906163	5A	383.8832302	4106	5B	232906163	4687
5A_117328813	5A	383.8832302	4107	5A	117328813	4115
5A_120821894	5A	383.8832302	4108	5A	120821894	4136
5A_117326718	5A	383.8832302	4109	5A	117326718	4114
5A_119046777	5A	383.8832302	4110	5A	119046777	4125
5A_117351272	5A	383.8832302	4111	5A	117351272	4116
5A_118871847	5A	387.9415888	4112	5A	118871847	4124
5A_119276410	5A	387.9415888	4113	5A	119276410	4126
5B_237318367	5A	387.9415888	4114	5B	237318367	4713
5A_123419882	5A	387.9415888	4115	5A	123419882	4142
5B_237477912	5A	387.9415888	4116	5B	237477912	4714
5A_116832743	5A	387.9415888	4117	5A	116832743	4113
5B_239067761	5A	387.9415888	4118	5B	239067761	4726
5A_123982444	5A	387.9415888	4119	5A	123982444	4148
5A_120990909	5A	390.0279288	4120	5A	120990909	4137
5A_118632571	5A	391.8328776	4121	5A	118632571	4123
7A_152838435	5A	394.4690289	4122	7A	152838435	6116
5A_118516755	5A	394.4690289	4123	5A	118516755	4122
5A_124928484	5A	398.0158511	4124	5A	124928484	4152
5A_147594493	5A	398.0158511	4125	5A	147594493	4261
1A_488836	5A	398.0158511	4126	1A	488836	8
2A_82808384	5A	398.0158511	4127	2A	82808384	879
5A_120636177	5A	398.0158511	4128	5A	120636177	4134
5A_120076432	5A	398.0158511	4129	5A	120076432	4130
5A_118475888	5A	400.9677643	4130	5A	118475888	4121
5A_147341386	5A	404.1307862	4131	5A	147341386	4259
5A_124714735	5A	404.1307862	4132	5A	124714735	4150
5A_120730770	5A	404.1307862	4133	5A	120730770	4135
5A_119617359	5A	404.1307862	4134	5A	119617359	4128
5A_123016894	5A	408.050781	4135	5A	123016894	4141
5A_129638501	5A	412.821718	4136	5A	129638501	4171
5A_119448900	5A	415.6333616	4137	5A	119448900	4127
5A_123675749	5A	419.3511239	4138	5A	123675749	4146
5A_122802803	5A	419.3511239	4139	5A	122802803	4139
5B_242591025	5A	419.3511239	4140	5B	242591025	4739
5A_121487736	5A	419.3511239	4141	5A	121487736	4138
5A_120184588	5A	419.3511239	4142	5A	120184588	4132
5A_120119248	5A	419.3511239	4143	5A	120119248	4131
